Genus_species,mycorrhizal state
Viola_epipsila,AM
Viola_maculata,AM
Viola_mirabilis,AM
Viola_odorata,AM
Viola_palustris,AMNM
Viola_reichenbachiana,AMNM
Viola_rupestris,AMNM
Viola_tricolor,AMNM
Viola_uliginosa,AM
Virola_sebifera,AM
Viscainoa_geniculata,AM
Viscum_album,NM
Vitex_negundo,AM
Vitex_rotundifolia,AM
Vitex_vestita,AM
Vitis_vinifera,AM
Vulpia_bromoides,AM
Vulpia_ciliata,AM
Vulpia_myuros,AM
Washingtonia_filifera,AM
Weigela_florida,NM
Welwitschia_mirabilis,AM
Widdringtonia_nodiflora,AM
Widdringtonia_schwarzii,AM
Wisteria_sinensis,AM
Xanthium_spinosum,AM
Xanthium_strumarium,AM
Xylothamia_diffusa,AM
Yucca_elata,AM
Yucca_glauca,AM
Yucca_periculosa,AM
Yucca_valida,AM
Zamia_pumila,AM
Zannichellia_palustris,AM
Zantedeschia_aethiopica,AM
Zea_mays,AM
Zeyheria_tuberculosa,AMNM
Zizania_latifolia,AM
Ziziphus_jujuba,AM
Ziziphus_mauritiana,AM
Zostera_marina,NM
Zoysia_japonica,AM
Zoysia_matrella,AM
Zygophyllum_fabago,AMNM
