binominal,F00004,F01286,F01287,F00043
Acer rubrum,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Acer,rubrum,C3
Liriodendron tulipifera,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Liriodendron,tulipifera,C3
Acer saccharum,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Acer,saccharum,C3
Cornus florida,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Cornus,florida,C3
Quercus rubra,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Quercus,rubra,C3
Fraxinus americana,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Fraxinus,americana,C3
Nyssa sylvatica,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Nyssa,sylvatica,C3
Platanus occidentalis,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Platanus,occidentalis,C3
Quercus alba,"Valverde-Barrantes OJ, Smemo KA,  Feinstein LM, Kershner MW, Blackwood CB. 2015. Aggregated and complementary: symmetric proliferation, overyielding, and mass effects explain fine-root biomass in soil patches in a diverse temperate deciduous forest landscape. New Phytologist 205(2): 731-742.",Quercus,alba,C3
Acer pseudoplatanus,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",Acer,pseudoplatanus,C3
Tilia cordata,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",Tilia,cordata,C3
Liquidambar styraciflua,"Iversen CM, Keller JK, Garten CT, Jr, Norby RJ. 2012. Soil carbon and nitrogen cycling and storage throughout the soil profile in a sweetgum plantation after 11 years of CO2-enrichment. Global Change Biology 18: 1684-1697.",Liquidambar,styraciflua,C3
Acer davidii,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Acer,davidii,C3
Fraxinus mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Fraxinus,mandshurica,C3
Fraxinus chinensis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Fraxinus,chinensis,C3
Juglans mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Juglans,mandshurica,C3
Phellodendron amurense,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Phellodendron,amurense,C3
Tilia mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Tilia,mandshurica,C3
Cornus officinalis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Cornus,officinalis,C3
Syringa reticulata,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Syringa,reticulata,C3
Ulmus davidiana,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Ulmus,davidiana,C3
Larix gmelinii,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Larix,gmelinii,C3
Pinus tabuliformis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Pinus,tabuliformis,C3
Cunninghamia lanceolata,"Wang Z-H, Li R-X, Guan Z-W. 2013. Effects of thinning on fine-root morphology, biomass and N concentration of different branch orders of Chinese fir. Chinese Journal of Applied Ecology 24: 1487-1493.",Cunninghamia,lanceolata,C3
Fraxinus excelsior,"Kubisch P, Hertel D, Leuschner C. 2016. Fine root productivity and turnover of ectomycorrhizal and arbuscular mycorrhizal tree species in a temperate broad-leaved mixed forest. Frontiers in Plant Science 7: 1233.",Fraxinus,excelsior,C3
Acer platanoides,"Kubisch P, Hertel D, Leuschner C. 2016. Fine root productivity and turnover of ectomycorrhizal and arbuscular mycorrhizal tree species in a temperate broad-leaved mixed forest. Frontiers in Plant Science 7: 1233.",Acer,platanoides,C3
Carpinus betulus,"Kubisch P, Hertel D, Leuschner C. 2016. Fine root productivity and turnover of ectomycorrhizal and arbuscular mycorrhizal tree species in a temperate broad-leaved mixed forest. Frontiers in Plant Science 7: 1233.",Carpinus,betulus,C3
Tilia cordata,"Kubisch P, Hertel D, Leuschner C. 2016. Fine root productivity and turnover of ectomycorrhizal and arbuscular mycorrhizal tree species in a temperate broad-leaved mixed forest. Frontiers in Plant Science 7: 1233.",Tilia,cordata,C3
Acer saccharum,"Pregitzer KS, Laskowski MJ, Burton AJ, Lessard VC, Zak DR. 1998. Variation in sugar maple root respiration with root diameter and soil depth. Tree Physiology 18: 665-670.",Acer,saccharum,C3
Koelreuteria paniculata,"Li FL, Bao WK. 2015. New insights into leaf and fine-root trait relationships: implications of resource acquisition among 23 xerophytic woody species. Ecology and Evolution 5: 5344-5351.",Koelreuteria,paniculata,C3
Acer saccharum,"Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090",Acer,saccharum,C3
Pinus strobus,"Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090",Pinus,strobus,C3
Juglans mandshurica,"Gu J, Wang Y, Fahey TJ, Wang Z. 2017. Effects of root diameter, branch order, soil depth and season of birth on fine root life span in five temperate tree species. European Journal of Forest Research 136: 727-738.",Juglans,mandshurica,C3
Phellodendron amurense,"Gu J, Wang Y, Fahey TJ, Wang Z. 2017. Effects of root diameter, branch order, soil depth and season of birth on fine root life span in five temperate tree species. European Journal of Forest Research 136: 727-738.",Phellodendron,amurense,C3
Magnolia odora,"Lin C, Yang Y, Guo J, Chen G, Xie J. 2011. Fine root decomposition of evergreen broadleaved and coniferous tree species in mid-subtropical China: dynamics of dry mass, nutrient and organic fraction. Plant Soil 338: 311-327.",Magnolia,odora,C3
Cunninghamia lanceolata,"Lin C, Yang Y, Guo J, Chen G, Xie J. 2011. Fine root decomposition of evergreen broadleaved and coniferous tree species in mid-subtropical China: dynamics of dry mass, nutrient and organic fraction. Plant Soil 338: 311-327.",Cunninghamia,lanceolata,C3
Larix gmelinii,"Sun T, Dong L, Mao Z. 2015. Simulated atmospheric nitrogen deposition alters decomposition of ephemeral roots.  Ecosystems 18: 1240-1252.",Larix,gmelinii,C3
Fraxinus mandshurica,"Sun T, Dong L, Mao Z. 2015. Simulated atmospheric nitrogen deposition alters decomposition of ephemeral roots.  Ecosystems 18: 1240-1252.",Fraxinus,mandshurica,C3
Acer saccharum,"Xia M, Talhelm AF, Pregitzer KS. 2017. Chronic nitrogen deposition influences the chemical dynamics of leaf litter and fine roots during decomposition. Soil Biology and Biochemistry 112: 24-34.",Acer,saccharum,C3
Acer saccharum,"Xia M, Talhelm AF, Pregitzer KS. 2017. Long-term simulated atmospheric nitrogen deposition alters leaf and fine root decomposition. Ecosystems, In press.",Acer,saccharum,C3
Fraxinus mandshurica,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163:509-515.",Fraxinus,mandshurica,C3
Larix gmelinii,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163:509-515.",Larix,gmelinii,C3
Acer saccharum,"McClaugherty C, Aber J, Melillo J. 1984. Decomposition dynamics of fine roots in forested ecosystems. Oikos:378-386.",Acer,saccharum,C3
Pinus strobus,"McClaugherty C, Aber J, Melillo J. 1984. Decomposition dynamics of fine roots in forested ecosystems. Oikos:378-386.",Pinus,strobus,C3
Magnolia odora,"Yang YS, Chen GS, Guo JF, Lin P. 2004a. Decomposition dynamic of fine roots in a mixed forest of Cunninghamia lanceolata and Tsoongiodendron odorum in mid-subtropics. Annals of forest science 61:65-72.",Magnolia,odora,C3
Cunninghamia lanceolata,"Yang YS, Chen GS, Guo JF, Lin P. 2004a. Decomposition dynamic of fine roots in a mixed forest of Cunninghamia lanceolata and Tsoongiodendron odorum in mid-subtropics. Annals of forest science 61:65-72.",Cunninghamia,lanceolata,C3
Cunninghamia lanceolata,"Yang YS, Chen GS, Lin P, Xie JS, Guo JF. 2004b Fine root distribution, seasonal pattern and production in four plantations compared with a natural forest in Subtropical China. Annals of forest science 61:617-627.",Cunninghamia,lanceolata,C3
Fraxinus excelsior,"Meinen C, Hertel D, Leuschner C. 2009. Root growth and recovery in temperate broad-leaved forest stands differing in tree species diversity. Ecosystems 2009: 1103-1116.",Fraxinus,excelsior,C3
Pinus tabuliformis,"Wang G, Liu F, Xue S. 2017. Nitrogen addition enhanced water uptake by affecting fine root morphology and course root anatomy of Chinese pine seedlings. Plant Soil 418: 177-189.",Pinus,tabuliformis,C3
Acer platanoides,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Acer,platanoides,C3
Acer pseudoplatanus,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Acer,pseudoplatanus,C3
Carpinus betulus,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Carpinus,betulus,C3
Fraxinus excelsior,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Fraxinus,excelsior,C3
Tilia cordata,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Tilia,cordata,C3
Populus tremuloides,"Berndt HW, Gibbons RD. 1958. Root distribution of some native trees and understory plants growing on three sites within Ponderosa pine watersheds in Colorado (USDA Forest Service).",Populus,tremuloides,C3
Gleditsia triacanthos,"Bunger MT, Thomson HJ. 1938. Root development as a factor in the success or failure of windbreak trees in the Southern high plains. Journal of Forestry 36: 790-803.",Gleditsia,triacanthos,C3
Populus deltoides,"Ceballos DS, Frangi J, Jobbagy EG. 2013. Soil volume and carbon storage shifts in drained and afforested wetlands of the Parana River Delta. Biogeochemistry 112(1-3):359-372.",Populus,deltoides,C3
Acacia auriculiformis,"Das DK, Chaturvedi OP. 2008. Root phytomass recovery and rooting characteristics of five agroforestry tree species in eastern India. Journal of Tropical Forest Science 20(3): 156-166.",Acacia,auriculiformis,C3
Acer saccharum,"Dawson T. 1993. Hydraulic lift and water use by plants: Implications for water balance, performance and plant-plant interactions. Oecologia 95(4): 565-574.",Acer,saccharum,C3
Eriobotrya japonica,Howard A. 1925. The effects of grass on trees. Proceedings of the Royal Society of London Series B 97(683): 284-321.,Eriobotrya,japonica,C3
Ulmus americana,"Jackson RB, Moore LA, Hoffmann WA, Pockman WT, Linder CR. 1999. Ecosystem rooting depth determined with caves and DNA. Proceedings of the National Academy of Sciences of the United States of America 96(20): 11387-11392.",Ulmus,americana,C3
Ginkgo biloba,"Karizumi N. 1979. Monograph - Root system forms and distributions of individual trees in Japan (in Japanese) (Seibundo Shinkosha Publishing Co. Ltd., Tokyo) Available at: https://www.cabdirect.org/cabdirect/abstract/19870618641",Ginkgo,biloba,C3
Pinus strobus,"Karizumi N. 1979. Monograph - Root system forms and distributions of individual trees in Japan (in Japanese) (Seibundo Shinkosha Publishing Co. Ltd., Tokyo) Available at: https://www.cabdirect.org/cabdirect/abstract/19870618641",Pinus,strobus,C3
Cunninghamia lanceolata,"Karizumi N. 1979. Monograph - Root system forms and distributions of individual trees in Japan (in Japanese) (Seibundo Shinkosha Publishing Co. Ltd., Tokyo) Available at: https://www.cabdirect.org/cabdirect/abstract/19870618641",Cunninghamia,lanceolata,C3
Acer rubrum,"Lyford WH, Wilson BF. 1964. Development of the root rystem of Acer rubrum L. Harvard Forest Paper 10(10):17.",Acer,rubrum,C3
Populus tremuloides,"Mundell TL, Landha SM, Lieffers VJ. 2007. Effects of Corylus cornuta stem density on root suckering and rooting depth of Populus tremuloides. Canadian Journal of Botany 85(11): 1041-1045",Populus,tremuloides,C3
Pinus strobus,Pulling H. 1918. Root habit and plant distribution in the far north. Plant World 21: 223-233.,Pinus,strobus,C3
Acer saccharum,Riestenberg MM. 1994. Anchoring of thin colluvium by roots of sugar maple and white ash on hillslopes in Cincinnati. US GEOLOGICAL SURVEY BULLETIN 2059âE.,Acer,saccharum,C3
Fraxinus americana,Riestenberg MM. 1994. Anchoring of thin colluvium by roots of sugar maple and white ash on hillslopes in Cincinnati. US GEOLOGICAL SURVEY BULLETIN 2059âE.,Fraxinus,americana,C3
Populus trichocarpa,"Rood SB, Bigelow SG, Hall AA. 2011. Root architecture of riparian trees: River cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes. Trees - Structure and Function 25(5): 907-917.",Populus,trichocarpa,C3
Populus deltoides,"Rood SB, Bigelow SG, Hall AA. 2011. Root architecture of riparian trees: River cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes. Trees - Structure and Function 25(5): 907-917.",Populus,deltoides,C3
Populus tremuloides,"Rood SB, Bigelow SG, Hall AA. 2011. Root architecture of riparian trees: River cut-banks provide natural hydraulic excavation, revealing that cottonwoods are facultative phreatophytes. Trees - Structure and Function 25(5): 907-917.",Populus,tremuloides,C3
Gleditsia triacanthos,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Gleditsia,triacanthos,C3
Juglans nigra,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Juglans,nigra,C3
Populus deltoides,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Populus,deltoides,C3
Fraxinus americana,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Fraxinus,americana,C3
Platanus occidentalis,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Platanus,occidentalis,C3
Ulmus americana,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Ulmus,americana,C3
Acer negundo,"Sprackling JA, Read RA. 1979. Tree root systems in Eastern Nebraska. Nebraska Conservation Bulletin 37.",Acer,negundo,C3
Quercus alba,"Stringer JW, Kalisz PJ, Volpe JA. 1989. Deep tritiated water uptake and predawn xylem water potentials as indicators of vertical rooting extent in a Quercus-Carya forest. Canadian Journal of Forest Research 19(5):627â631.",Quercus,alba,C3
Populus tremuloides,"Strong WL, La Roi GH. 1983. Rooting depths and successional development of selected boreal forest communities. Canadian Journal of Forest Research 13: 577-588.",Populus,tremuloides,C3
Acacia mangium,Syahrinudin. 2005. The potential of oil palm and forest plantations for carbon sequestration on degraded land in Indonesia.,Acacia,mangium,C3
Quercus alba,"Teskey RO, Hinekley TM. 1981. Influence of temperature and water potential on root growth of white oak. Physiologia Plantarum 52(3):363-369.",Quercus,alba,C3
Pinus tabuliformis,"Zhang CB, Chen LH, Jiang J. 2014. Vertical root distribution and root cohesion of typical tree species on the Loess Plateau, China. Journal of Arid Land 6(5): 601-611.",Pinus,tabuliformis,C3
Populus tremula,"Freschet GT, Cornelissen JHC, van Logtestijn RSP, Aerts R. 2010. Evidence of the 'plant economics spectrum' in a subarctic flora. Journal of Ecology 98: 362-373.",Populus,tremula,C3
Sorbus aucuparia,"Freschet GT, Cornelissen JHC, van Logtestijn RSP, Aerts R. 2010. Evidence of the 'plant economics spectrum' in a subarctic flora. Journal of Ecology 98: 362-373.",Sorbus,aucuparia,C3
Acacia mangium,"Bouillet JP, Laclau JP, Goncalves JLM, Moreira MZ, Trivelin PCO, Jourdan C, Silva EV, Piccolo MC, Tsai SM, Galiana A. 2008. Mixed-species plantations of Acacia mangium and Eucalyptus grandis in Brazil 2: Nitrogen accumulation in the stands and biological N2 fixation. Forest ecology and Management 225: 3918-3930.",Acacia,mangium,C3
Fraxinus mandshurica,"Yin L, Dijkstra FA, Wang P, Zhu B, Cheng W. 2018. Rhizosphere priming effects on soil carbon and nitrogen dynamics among tree species with and without intraspecific competition. New Phytologist , in press.",Fraxinus,mandshurica,C3
Cunninghamia lanceolata,"Yin L, Dijkstra FA, Wang P, Zhu B, Cheng W. 2018. Rhizosphere priming effects on soil carbon and nitrogen dynamics among tree species with and without intraspecific competition. New Phytologist , in press.",Cunninghamia,lanceolata,C3
Populus tremuloides,"Desrochers A, Landhausser SM, Lieffers VJ. 2002. Coarse and fine root respiration in aspen (Populus tremuloides). Tree Physiology 22: 725-732.",Populus,tremuloides,C3
Acer saccharum,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Acer,saccharum,C3
Pinus strobus,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Pinus,strobus,C3
Acer rubrum,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Acer,rubrum,C3
Liriodendron tulipifera,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Liriodendron,tulipifera,C3
Acacia mangium,"Germon A, Guerrini IA, Bordron B, Bouillet J-P, Nouvellon Y, de Moraes Goncalves JL, Jourdan C Paula RR, Laclau J-P. 2018. Consequences of mixing Acacia mangium and Eucalyptus grandis trees on soil exploration by fine-roots down to a depth of 17 m. Plant Soil 424: 203-220.",Acacia,mangium,C3
Juglans mandshurica,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",Juglans,mandshurica,C3
Fraxinus mandshurica,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",Fraxinus,mandshurica,C3
Phellodendron amurense,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",Phellodendron,amurense,C3
Larix gmelinii,"Wang W, Wang Y, Hoch G, Wang Z, Gu J. 2018. Linkage of root morphology to anatomy with increasing nitrogen availability in six temperate tree species. Plant Soil 425: 198-200.",Larix,gmelinii,C3
Populus tremuloides,"Brassard, B. W., Chen, H. Y., Cavard, X., Laganiere, J. o., Reich, P. B., Bergeron, Y., Pare, D. & Yuan, Z. (2013) Tree species diversity increases fine root productivity through increased soil volume filling. Journal of Ecology, 101, 210-219.",Populus,tremuloides,C3
Larix gmelinii,"Cheng, Y.H., Han, Y.Z., Wang, Q.C. & Wang, Z.Q. (2005) Seasonal dynamics of fine root biomass, root length density, specific root length and soil resource availability in a Larix Gmelini Plantation. Acta Phytoecologica Sinica, 29, 403-410. Chinese in English abstract.",Larix,gmelinii,C3
Quercus alba,"Joslin, J. & Henderson, G. (1987) Organic matter and nutrients associated with fine root turnover in a white oak stand. Forest Science, 33, 330-346.",Quercus,alba,C3
Acer saccharum,"Liu, X. & Tyree, M.T. (1997) Root carbohydrate reserves, mineral nutrient concentrations and biomass in a healthy and a declining sugar maple (Acer saccharum) stand. Tree Physiology, 17, 179-185.",Acer,saccharum,C3
Cunninghamia lanceolata,"Liu, C., Xiang, W., Lei, P., Deng, X., Tian, D., Fang, X. & Peng, C. (2014) Standing fine root mass and production in four Chinese subtropical forests along a succession and species diversity gradient. Plant and Soil, 376, 445-459.",Cunninghamia,lanceolata,C3
Quercus variabilis,"Ma, C., Zhang, W., Wu, M., Xue, Y., Ma, L. & Zhou, J. (2013) Effect of aboveground intervention on fine root mass, production, and turnover rate in a Chinese cork oak (Quercus variabilis Blume) forest. Plant and Soil, 368, 201-214.",Quercus,variabilis,C3
Acer saccharum,"Park, B.B., Yanai, R.D., Fahey, T.J., Bailey, S.W., Siccama, T.G., Shanley, J.B. & Cleavitt, N.L. (2008) Fine root dynamics and forest production across a calcium gradient in northern hardwood and conifer ecosystems. Ecosystems, 11, 325-341.",Acer,saccharum,C3
Carpinus betulus,"Rewald, B. & Leuschner, C. (2009) Belowground competition in a broad-leaved temperate mixed forest: pattern analysis and experiments in a four-species stand. European Journal of Forest Research, 128, 387-398.",Carpinus,betulus,C3
Tilia cordata,"Rewald, B. & Leuschner, C. (2009) Belowground competition in a broad-leaved temperate mixed forest: pattern analysis and experiments in a four-species stand. European Journal of Forest Research, 128, 387-398.",Tilia,cordata,C3
Populus tremuloides,"Steele, S.J., Gower, S.T., Vogel, J.G. & Norman, J.M. (1997) Root mass, net primary production and turnover in aspen, jack pine and black spruce forests in Saskatchewan and Manitoba, Canada. Tree Physiology, 17, 577-587.",Populus,tremuloides,C3
Larix gmelinii,"Wang, W., Zhang, X.Y., Tao, N., Ao, D., Zeng, W.J., Qian, Y.Q. & Zeng, H. (2014) Effects of litter types, microsite and root diameters on litter decomposition in Pinus sylvestris plantations of northern China. Plant and Soil, 374, 677-688.",Larix,gmelinii,C3
Cunninghamia lanceolata,"Yang, Y.-S., Chen, G.-S., Lin, P., Xie, J.-S. & Guo, J.-F. (2004) Fine root distribution, seasonal pattern and production in four plantations compared with a natural forest in Subtropical China. Annals of Forest Science, 61, 617-627.",Cunninghamia,lanceolata,C3
Larix gmelinii,"Bai, H.M., Li, G.T., Yue, Y.J., Li, Y.J. & Ma, J.J. (2015) The fine root biomass and vertical distribution feature of Larix gmelinii. Journal of Inner Mongolia Forestry Science & Technology, 41, 4-7. Chinese in English abstract.",Larix,gmelinii,C3
Cunninghamia lanceolata,"Cao, L. 2013. Fine root biomass and turnover of fine roots in different stand type of Fengyang Mountains. Nanjing Forest University, dissertation. in Chinese with English abstract.",Cunninghamia,lanceolata,C3
Cunninghamia lanceolata,"Kuang, D.J. & Lei, P.F. (2015) Fine root biomass and vertical distribution of Chinese fir plantations (Cunninghamia Lanceolata) at different stand ages. Journal of Central South University of Forestry & Technology, 35, 70-74.",Cunninghamia,lanceolata,C3
Cinnamomum camphora,"Li, S.Z., Tian, D.L., Wang, G.J., Yan, W.D. & Duan, W. (2011) Fine root biomass and space-time dynamics of 4 types main plantation community, in Hunan Province. Journal of Central South University of Forestry & Technology, 31, 63-68. Chinese in English abstract.",Cinnamomum,camphora,C3
Cunninghamia lanceolata,"Li, S.Z., Tian, D.L., Wang, G.J., Yan, W.D. & Duan, W. (2011) Fine root biomass and space-time dynamics of 4 types main plantation community, in Hunan Province. Journal of Central South University of Forestry & Technology, 31, 63-68. Chinese in English abstract.",Cunninghamia,lanceolata,C3
Cunninghamia lanceolata,"Liao, L.P., Yang, Y.J., Wang, S.L. & Gao, H. (1999) Distribution, decomposition and nutrient return of the fine root in pure Cunninghamia lanceolata, Michelia macclurei and the mixed plantations. Acta Ecologica Sinica, 19, 342-346. Chinese in English abstract.",Cunninghamia,lanceolata,C3
Magnolia macclurei,"Liao, L.P., Yang, Y.J., Wang, S.L. & Gao, H. (1999) Distribution, decomposition and nutrient return of the fine root in pure Cunninghamia lanceolata, Michelia macclurei and the mixed plantations. Acta Ecologica Sinica, 19, 342-346. Chinese in English abstract.",Magnolia,macclurei,C3
Pinus tabuliformis,"Su, J.S., Jing, J.W., Bai, Y. & Cheng, J.M. (2014) Studies on fine root biomass and soil properties of Pinus tabulaeformis forests in Ningxia. Journal of Northwest Forestry University, 29, 1-7. Chinese in English abstract.",Pinus,tabuliformis,C3
Larix gmelinii,"Yang, X.Y., Han, Y.Z., Zhang, Y.X. & Hu, Q.Y. (2007) Fine-root biomass of Larix principis rupprechtii and seasonal dynamics of forests. Journal Shanxi Agricutural University (Natural Science Edition), 27, 116-119. Chinese in English abstract.",Larix,gmelinii,C3
Larix gmelinii,"Zhao, Y., Jin, H., Yin, H., Zhao, W., Chen, Q.H., Qin, L.W. & Dai, Y.H. (2014) Analyses on fine root biomass and soil nutrients of main vegetation types of rigid-temperate zone coniferous forest in Changbai Mountains. Journal of Beihua University (Natural Science), 15, 91-94. Chinese in English abstract.",Larix,gmelinii,C3
Larix gmelinii,"Zheng, J.P., Fan, C.N., Guo, Z.L., Yang, B.G., Yue, L. & Liu, S.L. (2014) Fine roots biomass and its dynamics of Larix olgensis plantation. Journal of Nanjing Forestry University (Natural Sciences Edition), 38, 175-179. Chinese in English abstract.",Larix,gmelinii,C3
